Date,Close,declining,advancing,dec_vol,adv_vol
2016-09-07,2184.5,1146.0,1877.0,1327731320.0,1837895162.0
2016-09-08,2178.0,1656.0,1377.0,1670151835.0,1926963468.0
2016-09-09,2121.5,2951.0,173.0,3994826830.0,147627689.0
2016-09-12,2157.0,846.0,2204.0,596796565.0,3316556419.0
2016-09-13,2128.5,2756.0,338.0,3873447734.0,160229165.0
2016-09-14,2119.5,1569.0,1464.0,2313135119.0,1228944491.0
2016-09-15,2147.0,756.0,2269.0,624566917.0,2655007427.0
2016-09-16,2139.96,1946.0,1093.0,3253850279.0,1426850281.0
2016-09-19,2132.8,971.0,2056.0,1142861981.0,1849271187.0
2016-09-20,2131.5,1675.0,1338.0,1841833476.0,1190055817.0
2016-09-21,2156.5,420.0,2630.0,396765069.0,3222036570.0
2016-09-22,2167.5,538.0,2525.0,800291209.0,2631228913.0
2016-09-23,2158.5,2056.0,971.0,2206229850.0,924722362.0
2016-09-26,2139.5,2206.0,854.0,2232627612.0,880361612.0
2016-09-27,2152.7,1253.0,1785.0,1526054394.0,1813006455.0
2016-09-28,2162.8,753.0,2308.0,705749685.0,3094862675.0
2016-09-29,2149.0,2422.0,646.0,2992427479.0,1173226204.0
2016-09-30,2159.0,895.0,2154.0,1017217902.0,2996889860.0
2016-10-03,2153.0,1758.0,1283.0,1826722681.0,1230474229.0
2016-10-04,2144.7,2206.0,847.0,2526200833.0,1140128608.0
2016-10-05,2153.2,1183.0,1845.0,1098674920.0,2680710986.0
2016-10-06,2156.5,1665.0,1342.0,1876907109.0,1464369326.0
2016-10-07,2146.8,2073.0,913.0,2298972175.0,1153788707.0
2016-10-10,2159.0,847.0,2159.0,792570836.0,2034076453.0
2016-10-11,2134.0,2649.0,401.0,2886598266.0,426130680.0
2016-10-12,2131.5,1446.0,1558.0,1382513531.0,1498791581.0
2016-10-13,2126.2,2029.0,1026.0,2222513107.0,1231779108.0
2016-10-14,2126.8,1496.0,1517.0,1695887454.0,1396176691.0
2016-10-17,2123.0,1807.0,1222.0,1714479726.0,1031632876.0
2016-10-18,2131.5,725.0,2321.0,682919691.0,2394486523.0
2016-10-19,2138.2,909.0,2132.0,790681834.0,2496202114.0
2016-10-20,2136.5,1724.0,1259.0,1459304668.0,1805591643.0
2016-10-21,2134.5,1469.0,1539.0,1832586047.0,1514872151.0
2016-10-24,2144.0,1217.0,1803.0,1517337313.0,1753162165.0
2016-10-25,2138.0,1813.0,1185.0,2385910808.0,1225500920.0
2016-10-26,2134.0,1928.0,1092.0,2042018764.0,1658853358.0
2016-10-27,2123.3,2185.0,831.0,2521301449.0,1594576109.0
2016-10-28,2123.5,1801.0,1212.0,2351527446.0,1548144451.0
2016-10-31,2122.7,1487.0,1544.0,1884748725.0,1933542956.0
2016-11-01,2103.3,2292.0,746.0,3138252641.0,1300401604.0
2016-11-02,2092.5,2313.0,722.0,3312762096.0,828096654.0
2016-11-03,2083.7,1801.0,1201.0,2107238716.0,1635716360.0
